Instance,Algorithm,Randseed,k,time,Itercount,Solution,
DSJC125.1.col,tabusearch,3,5,0,2448,1 2 1 4 3 4 0 0 0 1 3 0 0 1 1 3 0 4 4 1 4 4 4 3 2 1 3 1 2 4 0 0 4 3 4 0 1 2 2 4 2 3 1 2 1 4 3 0 4 1 1 2 3 1 3 3 2 1 0 4 4 4 0 4 2 2 2 0 3 2 0 3 2 3 0 2 2 0 4 3 0 2 4 1 3 3 4 4 0 1 2 0 3 4 3 1 4 2 1 4 3 4 4 0 1 0 0 0 1 3 1 4 2 0 2 4 0 4 2 0 0 4 2 2 2 
DSJC250.1.col,tabusearch,4,8,0,1206,2 1 4 5 7 6 6 5 0 7 3 0 6 1 6 3 3 5 6 5 5 1 5 3 6 5 7 7 2 4 6 2 4 3 4 3 1 6 2 6 7 1 7 2 5 5 6 0 5 1 5 2 5 5 3 7 3 1 7 6 6 2 4 7 6 6 5 6 6 6 0 5 6 6 3 5 6 5 4 3 0 5 5 1 5 7 5 7 5 6 0 2 5 5 7 1 7 5 5 4 0 6 1 1 5 7 7 0 7 6 7 5 2 7 1 5 7 7 1 2 6 5 5 7 0 2 5 0 2 3 4 4 0 6 4 5 4 1 7 0 7 7 3 0 4 4 5 1 1 6 6 2 4 1 0 3 1 1 5 4 4 4 3 0 2 0 6 0 1 4 6 2 1 6 2 6 3 2 3 2 7 2 0 1 1 2 0 0 6 3 7 5 4 3 1 6 2 1 3 4 1 6 3 7 0 5 7 0 0 6 0 2 3 2 6 0 7 4 3 4 3 3 4 6 4 2 0 7 0 1 3 4 5 1 7 1 5 0 2 4 7 2 2 0 4 3 1 2 7 3 
DSJC250.5.col,tabusearch,5,28,0,550,9 21 26 21 14 14 18 11 16 11 19 9 10 9 12 4 3 19 25 14 5 8 27 20 9 20 11 15 22 23 20 16 23 3 12 24 24 16 21 13 7 14 12 27 4 5 19 26 18 27 12 11 13 10 3 25 11 22 11 6 15 26 25 18 6 13 5 11 9 6 8 20 22 8 20 22 8 8 27 21 12 24 23 12 5 9 19 15 10 18 21 24 24 5 22 10 17 21 22 4 19 0 26 25 16 13 22 13 7 26 7 21 17 22 25 8 7 15 12 21 10 21 10 26 0 23 25 6 2 15 19 19 20 18 13 24 4 1 8 24 16 14 3 8 11 15 20 3 27 11 23 10 25 23 26 3 9 23 22 18 18 25 14 24 2 17 6 0 21 27 15 19 14 12 20 18 26 1 16 24 7 22 10 10 1 14 27 17 16 5 16 26 6 3 23 17 8 27 11 24 18 20 15 17 12 5 15 25 27 17 17 16 13 2 9 0 13 13 12 4 25 16 19 23 9 15 25 7 0 23 14 17 18 13 9 1 16 1 2 11 12 18 27 26 2 17 17 24 26 3 
DSJC250.9.col,tabusearch,6,72,0,190,66 59 43 32 60 4 43 67 60 23 52 41 65 45 27 30 40 24 25 70 15 17 34 57 28 68 11 37 54 32 38 16 20 68 49 27 61 17 61 29 63 26 53 2 40 37 34 26 18 50 32 61 29 10 23 62 54 33 27 69 29 42 41 24 6 13 36 70 44 63 50 48 38 39 66 65 42 46 68 67 12 53 64 51 70 9 28 31 60 48 21 67 65 38 22 71 45 21 46 4 36 67 10 49 44 71 57 25 47 64 7 30 9 37 57 35 62 35 58 44 63 45 66 43 36 5 54 46 56 55 19 71 62 33 55 20 60 55 8 52 16 44 40 69 34 69 8 70 54 6 1 55 25 37 28 66 53 29 22 52 33 31 31 61 15 58 0 56 33 35 58 19 14 4 20 32 50 38 31 71 7 42 53 37 56 30 23 63 58 65 47 51 28 28 14 67 0 36 50 39 22 68 42 18 12 5 69 59 49 39 46 5 48 2 64 41 52 13 51 26 44 30 32 56 9 8 62 35 12 59 47 49 40 3 64 57 41 31 51 29 39 48 34 47 62 43 58 54 59 3 
DSJC125.1.col,tabusearch,3,5,0,2448,1 2 1 4 3 4 0 0 0 1 3 0 0 1 1 3 0 4 4 1 4 4 4 3 2 1 3 1 2 4 0 0 4 3 4 0 1 2 2 4 2 3 1 2 1 4 3 0 4 1 1 2 3 1 3 3 2 1 0 4 4 4 0 4 2 2 2 0 3 2 0 3 2 3 0 2 2 0 4 3 0 2 4 1 3 3 4 4 0 1 2 0 3 4 3 1 4 2 1 4 3 4 4 0 1 0 0 0 1 3 1 4 2 0 2 4 0 4 2 0 0 4 2 2 2 
DSJC250.1.col,tabusearch,4,8,0,42885,6 1 2 6 2 5 5 1 2 2 4 4 4 4 4 2 4 0 0 0 5 7 4 5 6 6 3 1 5 4 6 1 7 0 0 1 1 3 7 3 2 2 6 4 3 0 4 7 3 5 6 5 7 0 4 7 5 3 0 6 6 3 4 5 3 4 4 3 3 4 1 7 5 3 3 6 2 6 1 4 2 6 0 2 1 6 5 0 6 3 5 4 3 3 6 1 7 5 3 0 0 5 1 0 5 1 0 1 1 5 3 0 4 7 1 6 1 1 2 2 3 1 4 1 2 4 0 4 6 1 4 5 2 3 7 7 6 7 2 7 2 6 3 3 0 4 7 7 0 4 5 4 7 2 6 4 3 7 6 1 2 6 3 7 1 2 3 7 7 2 1 5 2 5 0 6 4 7 1 2 3 5 3 4 2 3 5 7 5 0 1 3 3 5 0 4 5 5 6 7 0 7 4 1 5 6 5 6 6 2 0 5 6 3 2 7 1 4 7 2 6 1 6 7 4 6 7 2 7 0 1 0 0 0 0 0 2 5 2 7 5 7 5 0 0 0 3 1 7 1 
DSJC250.5.col,tabusearch,5,28,91,8291989,21 5 9 13 7 7 7 2 22 3 23 25 20 9 24 0 6 4 8 24 18 1 22 0 21 3 0 11 12 16 15 0 2 22 24 8 6 22 6 17 10 18 27 20 24 21 20 20 2 4 1 15 26 5 20 1 16 13 11 16 21 24 8 4 17 8 4 10 12 27 3 9 1 24 17 25 6 5 7 26 17 8 16 20 12 8 23 24 19 2 20 14 27 7 16 6 26 4 5 26 6 3 3 19 26 10 18 21 15 24 13 13 26 2 7 6 9 7 17 27 8 11 24 10 17 17 18 26 18 10 13 12 0 22 11 4 10 10 5 25 8 26 10 8 3 9 22 15 22 23 14 9 13 16 24 20 13 19 1 22 1 8 21 21 23 26 23 27 5 3 4 1 18 12 14 19 24 19 11 15 0 27 25 18 23 17 5 27 22 1 15 14 16 15 23 15 12 15 16 3 2 12 25 17 20 18 7 1 23 26 6 3 14 4 13 16 5 2 19 0 7 9 2 19 27 12 14 19 21 12 18 10 26 6 27 27 10 2 25 18 23 0 3 14 21 26 16 14 6 17 
DSJC250.9.col,tabusearch,6,72,2,164128,25 62 49 9 16 25 49 15 22 48 3 33 32 28 48 29 70 41 32 50 23 20 51 59 58 71 42 24 14 38 54 15 47 2 30 46 13 68 25 62 1 41 53 54 70 48 57 12 69 70 9 13 60 23 56 65 68 16 55 2 35 37 67 7 14 17 18 0 61 52 63 5 11 65 62 32 47 42 37 26 69 2 47 6 31 40 49 33 58 46 42 0 11 55 66 71 7 44 27 8 18 45 3 41 27 43 1 24 53 5 67 7 30 26 6 60 21 27 5 61 9 20 10 51 18 0 50 10 4 48 28 52 21 39 31 56 36 15 38 14 39 71 45 6 29 65 1 62 39 40 64 24 4 6 4 34 55 16 23 43 40 32 33 13 68 10 22 51 66 14 34 28 66 42 41 60 20 55 33 12 67 29 17 43 11 64 37 45 9 53 19 5 69 64 47 52 31 18 63 12 24 3 21 59 19 34 51 59 56 34 22 58 38 26 71 16 12 36 44 29 67 7 46 17 54 43 57 3 69 63 25 19 70 30 22 8 54 36 8 35 50 61 45 49 46 27 9 44 57 19 
DSJC500.1.col,tabusearch,7,12,102,14696177,11 7 6 6 3 5 9 7 10 6 1 10 2 1 2 7 3 8 8 6 0 11 1 10 5 11 10 5 4 5 1 10 0 4 6 4 9 3 3 2 2 1 3 9 5 9 2 9 3 4 0 0 1 11 6 8 4 6 5 7 1 9 7 11 5 2 1 11 4 4 7 8 10 6 2 0 5 2 5 3 0 6 11 6 1 11 6 11 9 4 1 1 7 9 2 9 2 4 0 0 8 10 9 7 1 7 10 1 9 3 1 0 10 3 2 5 9 1 1 11 3 6 3 3 8 1 6 0 9 11 9 2 6 3 7 0 11 2 4 4 2 6 1 1 6 6 4 4 9 9 10 3 0 4 3 3 10 4 3 10 10 9 4 0 0 9 1 4 8 0 1 2 8 7 7 6 11 2 4 1 7 0 11 10 1 5 2 3 1 2 1 3 9 8 2 4 8 9 1 4 9 1 6 0 5 4 10 4 10 0 0 3 0 5 5 10 2 8 2 0 9 0 10 6 7 9 10 3 4 10 5 6 4 10 2 7 10 10 8 8 10 6 8 1 9 8 7 4 2 0 5 4 1 11 5 5 3 10 6 2 5 3 9 1 10 0 9 7 2 0 7 5 4 7 6 7 6 11 1 11 11 7 9 4 10 8 11 5 4 4 10 5 0 8 0 0 3 3 8 10 5 2 8 5 6 2 11 3 10 7 2 0 6 10 4 2 5 3 1 2 2 8 5 1 6 8 10 9 0 2 6 2 1 4 6 5 8 2 6 11 5 8 8 8 4 0 2 3 6 6 6 11 10 6 11 9 10 11 6 1 9 9 7 6 1 7 1 4 2 7 8 6 2 11 4 11 9 9 8 11 6 11 8 5 3 1 0 3 3 8 4 0 6 3 0 5 4 5 1 6 6 7 11 3 9 4 5 7 6 10 8 4 11 8 0 6 5 11 9 7 10 5 9 10 2 9 5 0 1 10 5 10 5 0 11 0 2 11 9 0 0 3 2 9 10 11 4 7 8 7 10 0 10 6 7 7 3 1 3 11 6 1 2 7 5 9 3 9 3 2 8 4 7 10 8 8 1 3 9 7 7 9 2 9 4 8 10 1 8 5 1 5 10 3 11 9 0 3 11 9 
DSJC500.5.col,tabusearch,8,49,1599,77415496,17 35 48 32 48 44 12 41 23 12 29 4 22 47 31 29 0 47 33 32 48 38 37 7 15 10 15 46 41 25 37 26 18 26 17 41 6 19 2 28 4 31 0 17 2 46 36 31 48 48 27 7 9 8 13 15 14 11 29 45 27 1 1 29 6 39 16 39 15 42 33 24 2 16 40 14 27 8 14 44 0 40 19 46 46 1 14 1 18 33 14 7 35 47 30 12 24 2 17 28 21 11 31 39 46 6 48 6 33 4 11 8 3 36 34 29 23 32 10 17 23 23 39 5 10 41 47 23 41 13 14 33 25 12 13 1 13 8 36 7 24 4 21 26 17 46 26 2 16 40 35 27 32 41 5 19 37 30 38 20 13 29 31 16 0 5 43 11 15 10 25 40 32 44 43 41 39 5 19 22 1 20 38 38 5 45 40 32 4 13 11 25 39 1 21 36 29 24 22 4 44 23 15 33 19 19 34 22 27 6 3 35 43 48 12 33 14 28 38 43 1 43 2 27 44 27 18 9 10 10 45 30 3 19 30 34 2 38 8 31 21 2 9 13 0 47 9 15 3 42 16 20 26 21 44 26 21 43 47 0 1 28 48 38 2 19 5 23 22 35 40 46 34 6 41 41 25 28 17 22 42 18 35 4 26 6 46 18 36 27 41 33 7 11 45 9 10 4 44 24 31 18 2 24 5 15 43 34 2 16 28 3 2 45 47 5 42 16 12 45 27 12 35 4 36 11 24 24 48 3 16 43 10 8 24 19 42 20 23 28 36 16 11 40 4 8 14 6 26 31 42 0 32 37 24 15 45 0 5 39 13 33 47 8 18 30 4 13 45 11 16 29 25 5 9 3 38 23 12 36 6 17 10 20 44 7 8 21 43 5 47 46 43 18 30 22 22 23 44 31 24 38 25 40 29 42 20 33 3 34 34 40 42 10 22 37 21 21 7 8 37 29 24 38 26 5 30 25 17 39 13 36 14 31 15 25 3 1 42 11 28 15 25 39 6 30 20 27 33 24 14 44 23 46 29 13 16 47 13 7 37 29 31 19 14 7 11 44 38 18 30 13 37 42 20 43 23 27 45 37 42 32 35 39 43 46 19 36 12 22 20 26 37 33 18 31 10 4 9 34 
